Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
45   45   -722.049          -10.2735     4.363        3.605        *            -3.04825     
45   46   -747.399          -9.867       5.424        25.35        28.955       -3.772       
45   47   -752.697          -9.262       6.6915       5.298        30.648       -6.711       
45   48   -775.22           -8.882       7.709        22.523       27.821       -4.945       
45   49   -784.95525        -8.35175     8.82075      9.73525      32.25825     -10.64975    
45   50   -801.5555         -7.9265      9.8075       16.60025     26.3355      -5.7445      
45   51   -806.66475        -7.48275     10.7365      5.10925      21.7095      -2.23025     
45   52   -819.959          -7.134       11.6055      13.29425     18.4035      0.089        
45   53   -823.28575        -5.03875     13.679       3.32675      16.621       0.9425       
45   54   -841.9225         -3.0935      15.5125      18.63675     21.9635      -5.269       
45   55   -843.49925        -2.55625     16.48925     1.57675      20.2135      -5.5925      
45   56   -860.131          -2.044       17.356       16.63175     18.2085      -5.421       
45   57   -858.9675         -1.74        18.165       -1.1635      15.46825     -3.6575      
45   58   -876.489          -1.541       18.954       17.5215      16.358       -5.414       
45   59   -872.24275        -1.07025     19.189       -4.24625     13.27525     -3.14025     
45   60   -891.8065         -1.0695      18.434       19.56375     15.3175      -5.9715      
45   61   -885.71075        -0.45275     19.20925     -6.09575     13.468       -4.357       
45   62   -907.525          0.074        19.3095      21.81425     15.7185      -5.8525      
45   63   -900.43125        -0.01575     19.48275     -7.09375     14.7205      -5.62975     
45   64   -921.6375         0.0545       19.731       21.20625     14.1125      -5.122       
45   65   -916.31925        0.82025      20.852       -5.31825     15.888       -7.07075     
45   66   -936.126          1.291        21.488       19.80675     14.4885      -5.9195      
45   67   -931.444          2.0475       22.74375     -4.682       15.12475     -7.67675     
45   68   -949.352          2.354        23.1095      17.908       13.226       -6.414       
45   69   -941.12725        0.50325      21.97475     -8.22475     9.68325      -4.127       
45   70   -959.5775         1.5375       23.155       18.45025     10.2255      -5.035       
45   71   -949.0965         -1.1865      21.41775     -10.481      7.96925      -1.644       
45   72   -970.3505         1.9545       25.2755      21.254       10.773       -5.628       
45   73   -957.889          -0.034       25.82425     -12.4615     8.7925       -1.91025     
45   74   -979.2975         0.6575       29.203       21.4085      8.947        -5.9225      
45   75   -967.5055         1.0625       30.038       -11.792      9.6165       -7.14075     
45   76   -989.7035         1.2575       30.858       22.198       10.406       -11.309      
45   77   -980.1425         1.728        31.8855      -9.561       12.637       -14.375      
45   78   -999.5615         1.8385       32.513       19.419       9.858        -12.416      
45   79   -993.83425        2.32225      33.6375      -5.72725     13.69175     -17.27725    
45   80   -1008.867         2.396        34.167       15.03275     9.3055       -13.5185     
45   81   -1009.28625       2.76425      35.15675     0.41925      15.452       -20.7895     
45   82   -1017.5755        2.9325       35.8315      8.28925      8.7085       -14.5755     
45   83   -1014.84475       3.26475      36.349       -2.73075     5.5585       -12.41525    
45   84   -1020.099         3.402        36.5615      5.25425      2.5235       -10.055      
45   85   -1010.08725       3.84575      37.2505      -10.01175    -4.7575      -3.2915      
45   86   -1022.3355        3.8395       37.2995      12.24825     2.2365       -10.498      
45   87   -1010.528         5.372        40.2165      -11.8075     0.44075      -9.39125     
45   88   -1026.4805        6.0245       39.2985      15.9525      4.145        -13.1445     
45   89   -1013.50075       7.06375      42.45275     -12.97975    2.97275      -14.88925    
45   90   -1029.316         6.828        40.512       15.81525     2.8355       -13.834      
45   91   -1013.83725       7.72025      42.563       -15.47875    0.3365       -14.48925    
45   92   -1031.4385        7.2525       41.524       17.60125     2.1225       -14.3345     
45   93   -1013.30425       8.14475      42.95725     -18.13425    -0.533       -13.73       
45   94   -1033.09          7.537        41.2005      19.78575     1.6515       -14.8755     
45   95   -1012.38925       8.48325      42.7165      -20.70075    -0.915       -13.74225    
45   96   -1034.3685        7.7695       41.5275      21.97925     1.2785       -14.179      
45   97   -1013.2825        9.435        43.44825     -21.086      0.89325      -15.30975    
45   98   -1035.2665        7.5305       41.139       21.984       0.898        -14.1255     
45   99   -1015.5735        10.463       44.893       -19.693      2.291        -17.43925    
45   100  -1036.7005        7.9655       41.872       21.127       1.434        -14.273      
45   101  -1016.14325       10.16075     *            -20.55725    0.56975      -17.16275    
45   102  -1037.741         8.371        *            21.59775     1.0405       -14.6125     
45   103  -1015.918         9.9365       *            -21.823      -0.22525     *            
45   104  -1038.47          8.857        *            22.552       0.729        *            
46   44   -731.039          12.595       1.7          *            *            -2.514       
46   45   -735.2955         13.2465      2.973        4.2565       *            -2.9785      
46   46   -761.082          13.683       3.816        25.7865      30.043       -3.443       
46   47   -767.05           14.353       5.091        5.968        31.7545      -6.4275      
46   48   -790.018          14.798       5.916        22.968       28.936       -4.452       
46   49   -800.3835         15.42825     7.0765       10.3655      33.3335      -10.1245     
