N	Z	A	EL	MASS EXCESS	BINDING ENERGY/A
				(keV)		(keV)
162	104	266	Rf	109876#	539#	7352#	2#
161	105	266	Db	112738#	361#	7339#	1#
160	106	266	Sg	113703#	285#	7332#	1#
159	107	266	Bh	118246#	201#	7312#	1#
158	108	266	Hs	121185#	284#	7298#	1#
157	109	266	Mt	127893#	345#	7270#	1#
163	104	267	Rf	113204#	575#	7343#	2#
162	105	267	Db	113994#	469#	7337#	2#
161	106	267	Sg	115901#	271#	7327#	1#
160	107	267	Bh	118906#	263#	7312#	1#
159	108	267	Hs	122761#	103#	7295#	0#
158	109	267	Mt	127901#	543#	7273#	2#
157	110	267	Ea	134453#	366#	7245#	1#
164	104	268	Rf	115174#	706#	7338#	3#
163	105	268	Db	116851#	529#	7329#	2#
162	106	268	Sg	117001#	539#	7325#	2#
161	107	268	Bh	120866#	378#	7308#	1#
160	108	268	Hs	123108#	412#	7297#	2#
159	109	268	Mt	129224#	315#	7271#	1#
158	110	268	Ea	133944#	502#	7250#	2#
164	105	269	Db	118728#	774#	7325#	3#
163	106	269	Sg	119934#	656#	7317#	2#
162	107	269	Bh	121741#	412#	7308#	2#
161	108	269	Hs	124872#	117#	7293#	0#
160	109	269	Mt	129529#	551#	7273#	2#
159	110	269	Ea	135183#	137#	7249#	1#
165	105	270	Db	121757#	720#	7316#	3#
164	106	270	Sg	121400#	617#	7315#	2#
163	107	270	Bh	124463#	469#	7300#	2#
162	108	270	Hs	125426#	286#	7294#	1#
161	109	270	Mt	131021#	539#	7270#	2#
160	110	270	Ea	134806#	289#	7253#	1#
165	106	271	Sg	124329#	648#	7307#	2#
164	107	271	Bh	125919#	557#	7298#	2#
163	108	271	Hs	128226#	337#	7286#	1#
162	109	271	Mt	131470#	565#	7272#	2#
161	110	271	Ea	136056#	105#	7252#	0#
166	106	272	Sg	125898#	767#	7304#	3#
165	107	272	Bh	128576#	608#	7291#	2#
164	108	272	Hs	129526#	575#	7284#	2#
163	109	272	Mt	133891#	483#	7266#	2#
162	110	272	Ea	136293#	648#	7254#	2#
161	111	272	Eb	143091#	331#	7226#	1#
167	106	273	Sg	128751#	661#	7296#	2#
166	107	273	Bh	130053#	830#	7288#	3#
165	108	273	Hs	132259#	825#	7277#	3#
164	109	273	Mt	134986#	510#	7264#	2#
163	110	273	Ea	138665#	127#	7248#	0#
162	111	273	Eb	143154#	605#	7229#	2#
167	107	274	Bh	132682#	780#	7282#	3#
166	108	274	Hs	133325#	648#	7276#	2#
165	109	274	Mt	137388#	557#	7259#	2#
164	110	274	Ea	139251#	492#	7249#	2#
163	111	274	Eb	145046#	617#	7225#	2#
168	107	275	Bh	134368#	652#	7278#	2#
167	108	275	Hs	135953#	714#	7270#	3#
166	109	275	Mt	138463#	592#	7258#	2#
165	110	275	Ea	141751#	451#	7243#	2#
164	111	275	Eb	145445#	692#	7227#	3#
168	108	276	Hs	137123#	824#	7268#	3#
167	109	276	Mt	140801#	678#	7252#	2#
166	110	276	Ea	142551#	608#	7243#	2#
165	111	276	Eb	147636#	627#	7222#	2#
169	108	277	Hs	139576#	726#	7262#	3#
168	109	277	Mt	141978#	883#	7251#	3#
167	110	277	Ea	144984#	964#	7237#	3#
166	111	277	Eb	148591#	618#	7221#	2#
165	112	277	Ec	152712#	130#	7204#	0#
169	109	278	Mt	144207#	836#	7246#	3#
168	110	278	Ea	145750#	678#	7237#	2#
167	111	278	Eb	150533#	632#	7217#	2#
166	112	278	Ec	153056#	531#	7206#	2#
170	109	279	Mt	145493#	718#	7244#	3#
169	110	279	Ea	147978#	742#	7232#	3#
168	111	279	Eb	151338#	663#	7218#	2#
167	112	279	Ec	155136#	493#	7201#	2#
170	110	280	Ea	148848#	848#	7232#	3#
169	111	280	Eb	153206#	742#	7214#	3#
168	112	280	Ec	155596#	640#	7203#	2#
171	110	281	Ea	150959#	728#	7228#	3#
170	111	281	Eb	154043#	932#	7214#	3#
169	112	281	Ec	157689#	985#	7198#	4#
171	111	282	Eb	156012#	888#	7210#	3#
170	112	282	Ec	158135#	707#	7200#	3#
172	111	283	Eb	156878#	778#	7210#	3#
171	112	283	Ec	160023#	768#	7196#	3#
170	113	283	Ed	164363#	728#	7178#	3#
172	112	284	Ec	160574#	849#	7197#	3#
171	113	284	Ed	165881#	800#	7176#	3#
173	112	285	Ec	162177#	730#	7195#	3#
172	113	285	Ed	166488#	979#	7177#	3#
171	114	285	Ee	171114#	1030#	7158#	4#
173	113	286	Ed	168117#	937#	7174#	3#
172	114	286	Ee	171260#	768#	7161#	3#
174	113	287	Ed	168643#	834#	7176#	3#
173	114	287	Ee	172884#	770#	7158#	3#
172	115	287	Ef	178088#	787#	7137#	3#
174	114	288	Ee	172968#	851#	7161#	3#
173	115	288	Ef	179305#	854#	7136#	3#
175	114	289	Ee	174449#	731#	7159#	3#
174	115	289	Ef	179513#	1024#	7139#	4#
173	116	289	Eg	185239#	1087#	7116#	4#
175	115	290	Ef	180842#	984#	7137#	3#
174	116	290	Eg	184985#	844#	7120#	3#
176	115	291	Ef	181068#	886#	7140#	3#
175	116	291	Eg	186309#	846#	7119#	3#
174	117	291	Eh	192413#	883#	7096#	3#
176	116	292	Eg	186100#	852#	7123#	3#
175	117	292	Eh	193330#	943#	7096#	3#
175	118	293	Ei	199964#	1197#	7074#	4#
