N	Z	A	EL	MASS EXCESS       BINDING ENERGY/A
				(keV)		(keV)	
140	93	233	Np	37948.59	50.981	7596.181	0.219
139	94	233	Pu	40051.769	50.351	7583.796	0.216
138	95	233	Am	43263#	102#	7567#	0#
137	96	233	Cm	47294.006	71.547	7545.998	0.307
136	97	233	Bk	52861#	224#	7519#	1#
146	88	234	Ra	46930.629	8.383	7576.543	0.036
145	89	234	Ac	44841.19	13.972	7582.129	0.06
144	90	234	Th	40613.009	2.589	7596.855	0.011
143	91	234	Pa	40338.921	4.094	7594.683	0.017
142	92	234	U	38145.025	1.13	7600.715	0.005
141	93	234	Np	39954.871	8.397	7589.637	0.036
140	94	234	Pu	40349.971	6.798	7584.605	0.029
139	95	234	Am	44461#	159#	7564#	1#
138	96	234	Cm	46724.633	17.394	7550.677	0.074
137	97	234	Bk	53455#	142#	7519#	1#
147	88	235	Ra	51130#	300#	7561#	1#
146	89	235	Ac	47357.155	13.972	7573.504	0.059
145	90	235	Th	44017.749	13.041	7584.385	0.055
144	91	235	Pa	42288.896	13.972	7588.413	0.059
143	92	235	U	40918.846	1.117	7590.914	0.005
142	93	235	Np	41043.108	1.389	7587.056	0.006
141	94	235	Pu	42182.41	20.521	7578.879	0.087
140	95	235	Am	44625.429	52.192	7565.154	0.222
139	96	235	Cm	48034#	201#	7547#	1#
138	97	235	Bk	52704#	401#	7524#	2#
147	89	236	Ac	51220.992	38.191	7559.242	0.162
146	90	236	Th	46255.198	13.972	7576.968	0.059
145	91	236	Pa	45333.95	13.972	7577.557	0.059
144	92	236	U	42444.644	1.113	7586.484	0.005
143	93	236	Np	43378.178	50.421	7579.214	0.214
142	94	236	Pu	42901.593	1.811	7577.918	0.008
141	95	236	Am	46041#	112#	7561#	0#
140	96	236	Cm	47855.045	18.315	7550.299	0.078
139	97	236	Bk	53542#	401#	7523#	2#
148	89	237	Ac	54020#	400#	7550#	2#
147	90	237	Th	49955.092	15.835	7563.443	0.067
146	91	237	Pa	47527.619	13.041	7570.384	0.055
145	92	237	U	45390.194	1.203	7576.102	0.005
144	93	237	Np	44871.659	1.12	7574.989	0.005
143	94	237	Pu	45091.722	1.697	7570.759	0.007
142	95	237	Am	46570#	59#	7561#	0#
141	96	237	Cm	49247.085	70.96	7546.624	0.299
140	97	237	Bk	53188#	224#	7527#	1#
139	98	237	Cf	57938.921	87.287	7503.347	0.368
148	90	238	Th	52525#	283#	7555#	1#
147	91	238	Pa	50894.038	15.835	7558.344	0.067
146	92	238	U	47307.783	1.493	7570.125	0.006
145	93	238	Np	47454.656	1.138	7566.221	0.005
144	94	238	Pu	46163.213	1.139	7568.36	0.005
143	95	238	Am	48421.487	50.7	7555.584	0.213
142	96	238	Cm	49445.188	12.234	7547.996	0.051
141	97	238	Bk	54216#	255#	7525#	1#
140	98	238	Cf	57278#	298#	7509#	1#
149	90	239	Th	56450#	400#	7541#	2#
148	91	239	Pa	53337#	196#	7550#	1#
147	92	239	U	50572.718	1.503	7558.561	0.006
146	93	239	Np	49311.057	1.311	7560.567	0.005
145	94	239	Pu	48588.282	1.113	7560.318	0.005
144	95	239	Am	49390.424	1.982	7553.688	0.008
143	96	239	Cm	51147.025	54.047	7543.065	0.226
142	97	239	Bk	54250#	207#	7527#	1#
141	98	239	Cf	58269#	209#	7507#	1#
140	99	239	Es	63556#	298#	7481#	1#
149	91	240	Pa	56910#	200#	7538#	1#
148	92	240	U	52715.505	2.553	7551.77	0.011
147	93	240	Np	52316.272	17.032	7550.173	0.071
146	94	240	Pu	50125.38	1.106	7556.042	0.005
145	95	240	Am	51510.169	13.832	7547.013	0.058
144	96	240	Cm	51724.306	1.906	7542.861	0.008
143	97	240	Bk	55664#	150#	7523#	1#
142	98	240	Cf	57990.944	18.7	7510.23	0.078
141	99	240	Es	64199#	401#	7481#	2#
150	91	241	Pa	59640#	300#	7528#	1#
149	92	241	U	56197#	196#	7539#	1#
148	93	241	Np	54260.175	70.719	7544.27	0.293
147	94	241	Pu	52955.175	1.106	7546.439	0.005
146	95	241	Am	52934.395	1.114	7543.278	0.005
145	96	241	Cm	53701.83	1.608	7536.848	0.007
144	97	241	Bk	56032#	200#	7524#	1#
143	98	241	Cf	59327#	166#	7507#	1#
142	99	241	Es	63863#	225#	7485#	1#
141	100	241	Fm	69126#	298#	7460#	1#
150	92	242	U	58620#	201#	7532#	1#
149	93	242	Np	57416.932	200.004	7533.403	0.826
148	94	242	Pu	54716.932	1.245	7541.327	0.005
147	95	242	Am	55468.072	1.119	7534.991	0.005
146	96	242	Cm	54803.764	1.142	7534.503	0.005
145	97	242	Bk	57734#	200#	7519#	1#
144	98	242	Cf	59386.966	12.892	7509.098	0.053
143	99	242	Es	64801#	256#	7483#	1#
142	100	242	Fm	68400#	401#	7465#	2#
151	92	243	U	62360#	300#	7518#	1#
150	93	243	Np	59876#	32#	7525#	0#
149	94	243	Pu	57754.602	2.542	7531.008	0.01
148	95	243	Am	57175.046	1.388	7530.173	0.006
147	96	243	Cm	57181.998	1.496	7526.925	0.006
146	97	243	Bk	58689.693	4.524	7517.501	0.019
145	98	243	Cf	60990#	114#	7505#	0#
144	99	243	Es	64747#	207#	7486#	1#
143	100	243	Fm	69387#	215#	7464#	1#
151	93	244	Np	63202#	298#	7514#	1#
150	94	244	Pu	59806.028	2.346	7524.815	0.01
149	95	244	Am	59879.196	1.492	7521.308	0.006
148	96	244	Cm	58451.896	1.107	7523.952	0.005
147	97	244	Bk	60713.885	14.399	7511.475	0.059
146	98	244	Cf	61478.179	2.618	7505.136	0.011
145	99	244	Es	66026#	181#	7483#	1#
144	100	244	Fm	68966#	201#	7468#	1#
152	93	245	Np	65890#	300#	7505#	1#
151	94	245	Pu	63178.179	13.62	7513.281	0.056
150	95	245	Am	61900.469	1.887	7515.303	0.008
149	96	245	Cm	61004.58	1.15	7515.767	0.005
148	97	245	Bk	61813.836	1.793	7509.27	0.007
147	98	245	Cf	63385.21	2.428	7499.663	0.01
146	99	245	Es	66366#	200#	7484#	1#
145	100	245	Fm	70187#	195#	7466#	1#
144	101	245	Md	75272#	305#	7442#	1#
152	94	246	Pu	65394.801	14.985	7506.539	0.061
151	95	246	Am	64994#	18#	7505#	0#
150	96	246	Cm	62616.967	1.526	7511.471	0.006
149	97	246	Bk	63966.967	60.019	7502.803	0.244
148	98	246	Cf	64090.292	1.515	7499.121	0.006
147	99	246	Es	67901#	224#	7480#	1#
146	100	246	Fm	70188.833	15.333	7467.97	0.062
145	101	246	Md	76115#	259#	7441#	1#
153	94	247	Pu	69108#	196#	7494#	1#
152	95	247	Am	67153#	100#	7499#	0#
151	96	247	Cm	65533.143	3.797	7501.931	0.015
150	97	247	Bk	65489.562	5.189	7498.94	0.021
149	98	247	Cf	66103.903	15.334	7493.285	0.062
148	99	247	Es	68578.388	19.441	7480.1	0.079
147	100	247	Fm	71673#	115#	7464#	0#
146	101	247	Md	75937#	207#	7444#	1#
153	95	248	Am	70563#	200#	7487#	1#
152	96	248	Cm	67392.755	2.358	7496.728	0.01
151	97	248	Bk	68080#	71#	7491#	0#
150	98	248	Cf	67238.012	5.121	7491.043	0.021
149	99	248	Es	70299#	52#	7476#	0#
148	100	248	Fm	71897.857	8.497	7465.944	0.034
147	101	248	Md	77148#	237#	7442#	1#
146	102	248	No	80621#	224#	7424#	1#
154	95	249	Am	73104#	298#	7479#	1#
153	96	249	Cm	70750.702	2.371	7485.55	0.01
152	97	249	Bk	69846.384	1.249	7486.04	0.005
151	98	249	Cf	69722.784	1.183	7483.394	0.005
150	99	249	Es	71175#	30#	7474#	0#
149	100	249	Fm	73519.188	6.212	7461.864	0.025
148	101	249	Md	77232#	201#	7444#	1#
147	102	249	No	81782#	279#	7422#	1#
154	96	250	Cm	72989.594	10.274	7478.938	0.041
153	97	250	Bk	72949.978	3.719	7475.967	0.015
152	98	250	Cf	71170.391	1.538	7479.956	0.006
151	99	250	Es	73225#	100#	7469#	0#
150	100	250	Fm	74072.243	7.888	7462.09	0.032
149	101	250	Md	78630#	301#	7441#	1#
148	102	250	No	81564#	201#	7426#	1#
155	96	251	Cm	76648.018	22.698	7466.722	0.09
154	97	251	Bk	75228.018	10.734	7469.263	0.043
153	98	251	Cf	74135.018	3.901	7470.5	0.016
152	99	251	Es	74512.277	5.994	7465.881	0.024
151	100	251	Fm	75953.919	15.203	7457.02	0.061
150	101	251	Md	78966.744	18.919	7441.9	0.075
149	102	251	No	82849#	114#	7423#	0#
148	103	251	Lr	87728#	298#	7401#	1#
156	96	252	Cm	79056#	298#	7460#	1#
155	97	252	Bk	78535#	200#	7459#	1#
154	98	252	Cf	76034.617	2.358	7465.347	0.009
153	99	252	Es	77294.617	50.056	7457.242	0.199
152	100	252	Fm	76815.627	5.498	7456.038	0.022
151	101	252	Md	80510#	130#	7438#	1#
150	102	252	No	82871.427	9.292	7425.798	0.037
149	103	252	Lr	88737#	238#	7399#	1#
156	97	253	Bk	80929#	359#	7451#	1#
155	98	253	Cf	79301.567	4.257	7454.829	0.017
154	99	253	Es	79010.538	1.25	7452.887	0.005
153	100	253	Fm	79345.74	2.932	7448.47	0.012
152	101	253	Md	81173#	31#	7438#	0#
151	102	253	No	84358.735	6.912	7422.471	0.027
150	103	253	Lr	88575#	202#	7403#	1#
149	104	253	Rf	93557#	410#	7380#	2#
157	97	254	Bk	84393#	298#	7440#	1#
156	98	254	Cf	81341.401	11.462	7449.225	0.045
155	99	254	Es	81990.594	4.01	7443.589	0.016
154	100	254	Fm	80902.794	2.414	7444.792	0.01
153	101	254	Md	83453#	100#	7432#	0#
152	102	254	No	84723.347	9.658	7423.59	0.038
151	103	254	Lr	89871#	301#	7400#	1#
150	104	254	Rf	93199#	283#	7384#	1#
157	98	255	Cf	84809#	200#	7438#	1#
156	99	255	Es	84089.274	10.817	7437.821	0.042
155	100	255	Fm	83799.654	4.291	7435.888	0.017
154	101	255	Md	84843.07	6.553	7428.729	0.026
153	102	255	No	86807.234	14.904	7417.958	0.058
152	103	255	Lr	89947.3	17.698	7402.576	0.069
151	104	255	Rf	94330#	115#	7382#	0#
150	105	255	Db	99593#	359#	7359#	1#
158	98	256	Cf	87041#	314#	7432#	1#
157	99	256	Es	87187#	100#	7428#	0#
156	100	256	Fm	85486.817	5.6	7431.78	0.022
155	101	256	Md	87456#	122#	7421#	0#
154	102	256	No	87822.062	7.743	7416.546	0.03
153	103	256	Lr	91746.598	82.903	7398.16	0.324
152	104	256	Rf	94222.049	17.848	7385.434	0.07
151	105	256	Db	100498#	240#	7358#	1#
158	99	257	Es	89403#	411#	7422#	2#
157	100	257	Fm	88590.033	4.486	7422.194	0.017
156	101	257	Md	88993.053	1.601	7417.582	0.006
155	102	257	No	90247.256	6.678	7409.657	0.026
154	103	257	Lr	92665#	44#	7397#	0#
153	104	257	Rf	95866.427	10.817	7381.704	0.042
152	105	257	Db	100207#	203#	7362#	1#
159	99	258	Es	92702#	401#	7412#	2#
158	100	258	Fm	90426#	200#	7418#	1#
157	101	258	Md	91686.792	4.419	7409.675	0.017
156	102	258	No	91478#	100#	7407#	0#
155	103	258	Lr	94782#	102#	7392#	0#
154	104	258	Rf	96341.036	31.967	7382.538	0.124
153	105	258	Db	101797#	305#	7358#	1#
152	106	258	Sg	105244#	413#	7342#	2#
159	100	259	Fm	93704#	283#	7407#	1#
158	101	259	Md	93624#	200#	7405#	1#
157	102	259	No	94078.569	6.589	7399.974	0.025
156	103	259	Lr	95852#	71#	7390#	0#
155	104	259	Rf	98362#	72#	7377#	0#
154	105	259	Db	101991.016	53.04	7360.362	0.205
153	106	259	Sg	106520#	115#	7340#	0#
160	100	260	Fm	95766#	435#	7402#	2#
159	101	260	Md	96552#	316#	7396#	1#
158	102	260	No	95612#	200#	7397#	1#
157	103	260	Lr	98277#	124#	7383#	0#
156	104	260	Rf	99147#	200#	7377#	1#
155	105	260	Db	103673#	93#	7357#	0#
154	106	260	Sg	106547.552	20.536	7342.562	0.079
153	107	260	Bh	113323#	245#	7313#	1#
160	101	261	Md	98578#	509#	7391#	2#
159	102	261	No	98455#	200#	7388#	1#
158	103	261	Lr	99558#	200#	7381#	1#
157	104	261	Rf	101318.594	50.444	7371.384	0.193
156	105	261	Db	104308#	110#	7357#	0#
155	106	261	Sg	108005.043	18.494	7339.77	0.071
154	107	261	Bh	113133#	209#	7317#	1#
161	101	262	Md	101627#	500#	7382#	2#
160	102	262	No	100101#	361#	7385#	1#
159	103	262	Lr	102102#	200#	7374#	1#
158	104	262	Rf	102393#	224#	7370#	1#
157	105	262	Db	106253#	143#	7352#	1#
156	106	262	Sg	108365.771	35.411	7341.185	0.135
155	107	262	Bh	114541#	306#	7315#	1#
161	102	263	No	103129#	490#	7376#	2#
160	103	263	Lr	103729#	283#	7371#	1#
159	104	263	Rf	104756#	153#	7364#	1#
158	105	263	Db	107111#	168#	7352#	1#
157	106	263	Sg	110190#	95#	7337#	0#
156	107	263	Bh	114496#	305#	7318#	1#
155	108	263	Hs	119678#	125#	7295#	0#
162	102	264	No	105011#	591#	7371#	2#
161	103	264	Lr	106377#	436#	7363#	2#
160	104	264	Rf	106077#	361#	7361#	1#
159	105	264	Db	109362#	235#	7346#	1#
158	106	264	Sg	110782#	283#	7338#	1#
157	107	264	Bh	116058#	177#	7315#	1#
156	108	264	Hs	119563.222	28.881	7298.375	0.109
162	103	265	Lr	108233#	547#	7359#	2#
161	104	265	Rf	108690#	361#	7354#	1#
160	105	265	Db	110483#	224#	7344#	1#
159	106	265	Sg	112794#	123#	7333#	0#
158	107	265	Bh	116415#	234#	7316#	1#
157	108	265	Hs	120900.283	23.958	7296.247	0.09
156	109	265	Mt	126678#	451#	7271#	2#
163	103	266	Lr	111622#	583#	7349#	2#
162	104	266	Rf	110076#	469#	7352#	2#
161	105	266	Db	112737#	283#	7339#	1#
160	106	266	Sg	113618#	245#	7332#	1#
159	107	266	Bh	118104#	163#	7313#	1#
158	108	266	Hs	121136.373	38.695	7298.273	0.145
157	109	266	Mt	127962#	307#	7270#	1#
163	104	267	Rf	113444#	575#	7342#	2#
162	105	267	Db	114074#	412#	7336#	2#
161	106	267	Sg	115806#	257#	7327#	1#
160	107	267	Bh	118766#	263#	7313#	1#
159	108	267	Hs	122653#	96#	7295#	0#
158	109	267	Mt	127791#	503#	7273#	2#
157	110	267	Ds	133880#	135#	7248#	1#
164	104	268	Rf	115476#	662#	7337#	2#
163	105	268	Db	117062#	529#	7328#	2#
162	106	268	Sg	116802#	469#	7326#	2#
161	107	268	Bh	120807#	381#	7308#	1#
160	108	268	Hs	122830#	283#	7298#	1#
159	109	268	Mt	129151#	233#	7271#	1#
158	110	268	Ds	133648#	301#	7252#	1#
164	105	269	Db	119148#	624#	7323#	2#
163	106	269	Sg	119763#	364#	7318#	1#
162	107	269	Bh	121478#	374#	7309#	1#
161	108	269	Hs	124564#	124#	7294#	0#
160	109	269	Mt	129370#	463#	7273#	2#
159	110	269	Ds	134834.709	31.403	7250.154	0.117
165	105	270	Db	122307#	617#	7314#	2#
164	106	270	Sg	121491#	557#	7314#	2#
163	107	270	Bh	124226#	287#	7301#	1#
162	108	270	Hs	125112#	248#	7295#	1#
161	109	270	Mt	130710#	170#	7271#	1#
160	110	270	Ds	134678.282	48.011	7253.775	0.178
165	106	271	Sg	124757#	585#	7305#	2#
164	107	271	Bh	125921#	415#	7298#	2#
163	108	271	Hs	127740#	280#	7288#	1#
162	109	271	Mt	131101#	330#	7273#	1#
161	110	271	Ds	135948#	97#	7252#	0#
166	106	272	Sg	126580#	727#	7301#	3#
165	107	272	Bh	128789#	532#	7290#	2#
164	108	272	Hs	129006#	510#	7286#	2#
163	109	272	Mt	133581#	485#	7267#	2#
162	110	272	Ds	136015#	413#	7255#	2#
161	111	272	Rg	142773#	233#	7227#	1#
167	106	273	Sg	130018#	503#	7291#	2#
166	107	273	Bh	130633#	692#	7286#	3#
165	108	273	Hs	131890#	367#	7279#	1#
164	109	273	Mt	134713#	424#	7265#	2#
163	110	273	Ds	138356#	134#	7249#	0#
162	111	273	Rg	142695#	526#	7231#	2#
167	107	274	Bh	133682#	619#	7278#	2#
166	108	274	Hs	133486#	592#	7276#	2#
165	109	274	Mt	137246#	354#	7259#	1#
164	110	274	Ds	139197#	389#	7249#	1#
163	111	274	Rg	144613#	177#	7227#	1#
168	107	275	Bh	135691#	596#	7273#	2#
167	108	275	Hs	136620#	587#	7267#	2#
166	109	275	Mt	138829#	418#	7256#	2#
165	110	275	Ds	141565#	410#	7244#	1#
164	111	275	Rg	145296#	519#	7227#	2#
168	108	276	Hs	138285#	754#	7264#	3#
167	109	276	Mt	141315#	532#	7250#	2#
166	110	276	Ds	142541#	548#	7243#	2#
165	111	276	Rg	147486#	629#	7222#	2#
164	112	276	Cn	150352#	596#	7209#	2#
169	108	277	Hs	141493#	541#	7255#	2#
168	109	277	Mt	142968#	699#	7247#	3#
167	110	277	Ds	145140#	384#	7237#	1#
166	111	277	Rg	148338#	520#	7222#	2#
165	112	277	Cn	152403#	143#	7205#	1#
169	109	278	Mt	145736#	621#	7240#	2#
168	110	278	Ds	146381#	625#	7235#	2#
167	111	278	Rg	150517#	357#	7218#	1#
166	112	278	Cn	152932#	438#	7206#	2#
165	113	278	Ed	158889#	184#	7182#	1#
170	109	279	Mt	147496#	667#	7237#	2#
169	110	279	Ds	149126#	598#	7228#	2#
168	111	279	Rg	151775#	421#	7216#	2#
167	112	279	Cn	155030#	456#	7202#	2#
166	113	279	Ed	159239#	699#	7184#	3#
170	110	280	Ds	150520#	780#	7226#	3#
169	111	280	Rg	153886#	532#	7212#	2#
168	112	280	Cn	155696#	583#	7202#	2#
167	113	280	Ed	161140#	400#	7180#	1#
171	110	281	Ds	153431#	579#	7219#	2#
170	111	281	Rg	155297#	806#	7210#	3#
169	112	281	Cn	158019#	387#	7197#	1#
168	113	281	Ed	161810#	300#	7181#	1#
171	111	282	Rg	157800#	654#	7204#	2#
170	112	282	Cn	158976#	656#	7197#	2#
169	113	282	Ed	163725#	361#	7177#	1#
172	111	283	Rg	159281#	697#	7202#	2#
171	112	283	Cn	161486#	608#	7191#	2#
170	113	283	Ed	164707#	436#	7177#	2#
172	112	284	Cn	162545#	806#	7190#	3#
171	113	284	Ed	166591#	534#	7173#	2#
170	114	284	Fl	168921#	656#	7162#	2#
173	112	285	Cn	165173#	581#	7184#	2#
172	113	285	Ed	167731#	807#	7173#	3#
171	114	285	Fl	171003#	391#	7158#	1#
173	113	286	Ed	170014#	656#	7168#	2#
172	114	286	Fl	171773#	657#	7159#	2#
174	113	287	Ed	171245#	725#	7167#	3#
173	114	287	Fl	174073#	610#	7154#	2#
172	115	287	Ef	177895#	439#	7138#	2#
174	114	288	Fl	175042#	806#	7154#	3#
173	115	288	Ef	179771#	536#	7135#	2#
175	114	289	Fl	177564#	584#	7148#	2#
174	115	289	Ef	180666#	809#	7135#	3#
173	116	289	Lv	184528#	492#	7119#	2#
175	115	290	Ef	182894#	658#	7130#	2#
174	116	290	Lv	185198#	660#	7120#	2#
176	115	291	Ef	183990#	784#	7130#	3#
175	116	291	Lv	187387#	612#	7116#	2#
174	117	291	Eh	191800#	594#	7098#	2#
176	116	292	Lv	188242#	806#	7116#	3#
175	117	292	Eh	193576#	669#	7095#	2#
177	116	293	Lv	190669#	586#	7111#	2#
176	117	293	Eh	194385#	810#	7095#	3#
175	118	293	Ei	198873#	702#	7077#	2#
177	117	294	Eh	196521#	660#	7092#	2#
176	118	294	Ei	199463#	663#	7079#	2#
177	118	295	Ei	201512#	644#	7075#	2#
