A	elt	Z	S(2n)	S(2p)	Q(a)	Q(2B-)	Q(ep)	Q(B-	n)		
102	Rh	45	17334.83	19.22	15340.31	6.55	-2776.03	7.24	-4536.63	10.38	-7727.69
102	Pd	46	18833.03	17.64	13253.72	0.44	-2103.23	6.49	-8243.48	1.75	-7234.03
102	Ag	47	20251.37	9.58	11233.51	19.88	-1496.4	14.44	-11551.81	9.36	-2123.25
102	Cd	48	21607.73	2.36	9024.85	17.72	-763.63	5.03	-14724.81	100.12	-1516.53
102	In	49	22524.55	182.58	7134.87	6.78	-53.38	33.22	*	3350.52	6.66
102	Sn	50	23794.55	317.7	5318.23	100.12	276.62	112.71	*	3612.6	100.12
Rb	37	6906#	448#	*	*	24849#	401#	*	10480#	406#	
103	Sr	38	8240#	196#	32872#	540#	-11088#	446#	20393#	196#	*
103	Y	39	9539.21	13.26	30191#	200#	-9761.35	11.91	16571.1	11.88	-28040#
103	Zr	40	10792.01	12.43	27068.37	12.54	-7718.85	10.37	13145.34	13.04	-22945
103	Nb	41	12279.81	5.4	24545.61	8.11	-6803.76	7.71	9575.2	10.56	-21144.46
103	Mo	42	13583.36	9.24	22372.65	12.43	-5764.97	13.97	6306.5	9.24	-16661.93
103	Tc	43	14401.91	25.93	20290.32	10.49	-4693.44	15.5	3427.84	10.07	-15588.29
103	Ru	44	15451.69	0.16	18325.16	0.33	-3721.99	0.5	190.02	0.87	-10990.08
103	Rh	45	16761.93	6.18	16265.06	24.11	-3128.76	2.46	-3229.02	4.7	-10747.8
103	Pd	46	18167.69	4.68	14077.02	0.85	-2256.72	0.89	-6805.57	2.04	-5639.72
103	Ag	47	19610.95	6.34	11968.22	7.14	-1646.31	7.85	-10170.1	10.46	-5308.34
103	Cd	48	20957.79	2.35	9797.43	4.93	-893.88	5.3	-13679.03	70.68	-37.42
103	In	49	22161#	196#	7876.16	10.77	-345.03	11.48	-18454#	298#	325.13
103	Sn	50	22809.6	308.21	5714.08	70.67	533.62	70.68	*	5398.13	70.68
103	Sb	51	*	2142#	357#	2773#	422#	*	7228#	298#	*
Sr	38	8090#	306#	*	-11479#	499#	21618#	298#	*	6280#	298#
104	Y	39	9033#	401#	30935#	499#	-10242#	401#	17755#	401#	-27745#
104	Zr	40	10278.99	12.78	28142.7	67.71	-8328.07	11.75	14625.91	12.89	-25591#
104	Nb	41	11657.1	3.69	25223.78	4.91	-6916.53	11.5	10684.43	25.03	-20650.41
104	Mo	42	12926.54	12.18	23340.2	12.49	-6397.45	12.07	7745.74	9.24	-19823.61
104	Tc	43	14073.2	26.47	20776.84	25.01	-5130.96	26.13	4455.9	24.99	-14763.74
104	Ru	44	15131.91	2.49	19107.59	8.68	-4327.6	2.49	1299.4	2.68	-14424.01
104	Rh	45	16318.66	6.79	16964.41	9.44	-3363.32	2.66	-1842.9	4.8	-9644.45
104	Pd	46	17634.57	1.44	14866.61	1.4	-2592.63	1.38	-5426.73	2.14	-9416.91
104	Ag	47	19012.4	9.2	12911.08	7.67	-1950.24	18.61	-8933.79	7.15	-4373.71
104	Cd	48	20451.32	2.36	10643.15	1.76	-1180.52	17.72	-12341.33	5.98	-3800.16
104	In	49	21630.41	7.37	8513.91	10.01	-469.62	7.64	-17009.04	122.58	1331.06
104	Sn	50	22834.8	100.27	6545.3	5.98	142.63	5.98	*	1735.6	6.02
104	Sb	51	*	3056.68	122.53	2714.44	219.79	*	8170	122.07	*
Sr	38	7331#	540#	*	-11908#	711#	22854#	503#	*	7382#	643#
105	Y	39	8955.42	1336.74	32240#	1395#	-10850#	1352#	18645.19	1336.7	*
105	Zr	40	9792.03	15.22	28620#	196#	-8564.74	14.79	15872.41	15.12	-24647#
105	Nb	41	11029.51	5.6	26035.92	11.91	-7279.47	8.16	12374.54	35.49	-23141#
105	Mo	42	12519.1	12.92	24099.75	12.92	-6596.1	12.3	8597.35	9.39	-18902.05
105	Tc	43	13828.86	36.53	21839.36	35.48	-5823.51	35.46	5561.15	35.33	-17760.05
105	Ru	44	14809.95	2.49	19551.76	9.56	-4839.46	2.5	2483.4	2.59	-12873.49
105	Rh	45	15962.17	3.39	17825.32	9.91	-3931.56	24.13	-780.41	5.18	-12636.77
105	Pd	46	17103.33	1.48	15728.66	1.22	-2884.69	1.21	-4084.05	1.79	-7611.15
105	Ag	47	18410.78	6.12	13617.07	5.09	-2083.34	7.4	-7430.26	11.21	-7400.46
105	Cd	48	19824.86	2.28	11454.59	1.69	-1326.62	4.79	-10995.85	4.21	-2227.7
105	In	49	21150.62	14.06	9415.82	11.04	-731.11	11.33	-15625.09	24.11	-1813.09
105	Sn	50	22508.04	70.77	7264.32	4.36	73.55	4.24	-20526.48	300.05	3341.42
105	Sb	51	23980#	299#	3960.83	23.85	2173#	197#	*	4878.21	22.58
105	Te	52	*	416.86	308.23	5069.2	3	*	11526.57	300.07	*
Sr	38	6827#	670#	*	*	23760#	740#	*	8409#	1465#	
106	Y	39	8132#	643#	*	-10771#	585#	20150#	503#	*	7340#
106	Zr	40	8968.56	433.25	29022#	526#	-8815.6	438.31	17584.54	433.24	-27229#
106	Nb	41	10526.98	4.95	26717#	401#	-7455.1	5.8	13572.87	12.92	-22221.97
106	Mo	42	11927.19	12.76	24988.41	13.04	-6971.74	12.65	10188.69	10.61	-21958.76
106	Tc	43	13415.41	27.71	22535.15	12.55	-5896.59	12.51	6586.4	11	-17149.64
106	Ru	44	14370.15	5.48	20551.2	10.42	-5182.08	9.91	3584.3	5.34	-16275.05
106	Rh	45	15545.91	5.85	18437.12	25.43	-4214.66	10.43	579.76	6.03	-11361.51
106	Pd	46	16655.06	0.75	16389.76	2.59	-3226.01	1.18	-2775.39	0.1	-11262.01
106	Ag	47	17968.57	4.95	14560.98	3.79	-2583.98	7.08	-6334.25	12.5	-6380.11
106	Cd	48	19306.39	2	12314.97	0.76	-1653.88	1.23	-9778.45	5.21	-6003.22
106	In	49	20568.1	13.52	10069.62	12.84	-786.36	14.71	-14134.84	14.32	-826.27
106	Sn	50	21869.27	7.68	7963.25	5.36	-118.91	5.36	-19133.94	100.67	-308.82
106	Sb	51	23442.31	122.67	4868.57	9.43	1796.68	8.74	*	5878.31	12.67
106	Te	52	*	1170.64	100.7	4290.22	9.35	*	7829.27	100.62	*
Sr	38	6432#	862#	*	*	25480#	1323#	*	9082#	862#	
107	Y	39	7237#	1428#	*	-11181#	643#	21359#	503#	*	8114#
107	Zr	40	9057.59	1122.52	30347#	1230#	-9382#	1139#	18171.87	1122.49	-26878#
107	Nb	41	9950.89	8.96	27031.39	1336.72	-7691.15	13.78	15026.1	11.81	-24960#
107	Mo	42	11357.05	12.92	25664.77	15.22	-7161.14	13.04	11310.95	12.67	-21290.54
107	Tc	43	12602.46	36.24	23412.3	9.55	-6146.16	9.51	8113.79	14.85	-19835.53
107	Ru	44	14070.66	8.29	21103.31	12.54	-5326.76	12.67	4510.13	8.71	-15016.95
107	Rh	45	15155.09	12.31	19151.56	37.27	-4684.75	15.54	1542.97	12.28	-14376.45
107	Pd	46	16097.38	0.57	17016.09	2.63	-3530.38	1.27	-1382.38	1.98	-9338.39
107	Ag	47	17478.47	5.03	15133.37	3.28	-2799.88	3.31	-4842.41	11.3	-9333.01
107	Cd	48	18799.06	2.17	13150.31	1.96	-1957.99	1.92	-8478.03	5.56	-4371.7
107	In	49	20066.32	15.12	11071.37	12.01	-1186.48	11.86	-12911.02	11.87	-3910.85
107	Sn	50	21316.87	6.63	8756.33	5.49	-285.53	5.61	-17972.9	71.03	1330.94
107	Sb	51	22780.39	22.22	5590.61	11.05	1554.44	10.48	-21224#	300#	2665.92
107	Te	52	23870.45	308.27	1779.28	70.94	4008.35	4.93	*	9525.39	71.01
107	I	53	*	-8#	301#	4324#	423#	*	9755#	300#	*
Y	39	7387#	780#	*	*	22249#	596#	*	9011#	1271#	
108	Zr	40	8946#	590#	31141#	721#	-9672#	499#	19403#	401#	-29743#
108	Nb	41	9485.04	9.21	28071#	503#	-7907#	401#	16377.01	12.03	-24470#
108	Mo	42	10764.05	12.98	26783.9	433.24	-7456.8	13.11	12905.41	12.67	-23665.22
108	Tc	43	12289.19	14.88	24297.36	9.68	-6528.68	9.19	9108.94	16.52	-19487.94
108	Ru	44	13480.76	9.95	22104.76	12.6	-5736.3	12.43	5862.86	8.75	-18398.76
108	Rh	45	14811.73	15	19833.44	18.6	-4953.19	28.55	2575.04	14.2	-13570.78
108	Pd	46	15759.31	1.57	17778.93	5.5	-3853.41	2.73	-271.79	0.77	-12950.66
108	Ag	47	16807.01	3.56	15822.08	5.8	-3072.33	3.32	-3486.94	8.97	-8032.03
108	Cd	48	18262.91	1.57	13922.83	1.58	-2282.22	1.75	-7182.48	5.49	-8168.75
108	In	49	19654.32	14.97	11755.38	9.15	-1428.28	9.62	-11674.49	10.24	-3002.12
108	Sn	50	20858.88	7.41	9515.74	5.49	-526.47	5.64	-16288.27	7.63	-2368.65
108	Sb	51	22114.67	9.26	6415.14	13.4	1312.42	7.97	-19795.73	132.37	3829.96
108	Te	52	23704.55	100.69	3005.92	7.43	3420.46	7.6	*	5441.59	7.58
108	I	53	*	754.25	132.47	4099.1	50	*	10714.66	132.32	*
Y	39	6979#	862#	*	*	23489#	746#	*	10082#	806#	
109	Zr	40	7956#	1230#	31871#	862#	-10007#	711#	20473#	503#	*
109	Nb	41	9108.62	258.61	28903#	566#	-7844.35	1361.46	17592.98	258.67	-26682#
109	Mo	42	10257.07	14.49	26864.25	1122.51	-7626.18	16.48	14072.41	14.33	-22602#
109	Tc	43	11675.5	12.47	25136.91	12.56	-6792.14	10.46	10716.68	10.48	-22025.98
109	Ru	44	13018.52	11.92	22764.78	12.86	-5826.18	12.73	6868.07	9.02	-17271.43
109	Rh	45	14278.39	12.71	20827.48	9.57	-5134.28	35.49	3719.97	4.23	-16365.65
109	Pd	46	15376.47	1.64	18321.9	8.74	-4096.9	2.74	897.84	1.82	-11234.1
109	Ag	47	16455.39	2.71	16433.66	12.08	-3293.1	2.81	-2229.91	4.09	-10976.68
109	Cd	48	17656.69	2.27	14709.62	1.95	-2511.35	1.91	-5874.14	8.1	-6269.08
109	In	49	19067.88	11.81	12660.78	4.63	-1843.59	6.03	-10238.53	6.59	-6171.72
109	Sn	50	20260.59	9.56	10217.86	8.12	-721.26	8.07	-14914.79	9.08	-666.74
109	Sb	51	21740.37	6.7	7264.66	12.31	964.68	11.52	-18578.48	8.54	579.87
109	Te	52	23318.7	70.97	3781.1	6.88	3197.69	5.7	-21545.84	300.14	7065.58
109	I	53	24385#	300#	1597.2	7.9	3918.07	20.76	*	7483.86	8.69
109	Xe	54	*	208.16	308.35	4217.05	7.27	*	12323.15	300.16	*
Zr	40	7675#	718#	*	-10521#	846#	21657#	597#	*	5732#	650#
110	Nb	41	8906.78	838.39	29591#	1029#	-8682#	978#	18724.6	838.4	-26399#
110	Mo	42	9929.28	25.92	27767#	401#	-8417.51	433.82	15529.99	25.81	-25639#
110	Tc	43	11254.37	12.39	26066.69	12.57	-7256.07	10.34	11794.18	20.14	-21633.69
110	Ru	44	12553.86	11.91	23894.58	12.84	-6362.96	12.77	8258.33	8.94	-20695.55
110	Rh	45	13939.6	22.65	21483.85	19.81	-5477.38	21.6	4628.62	17.85	-15834.88
110	Pd	46	14949.33	1.25	19247.5	8.7	-4432.6	5.43	2017.06	0.54	-14881.47
110	Ag	47	15993.17	2.71	17003.52	14.05	-3519.59	5.54	-987.33	11.62	-9746.82
110	Cd	48	17238.19	1.17	15401.7	1.15	-2865.36	1.17	-4505.99	13.78	-10030.46
110	In	49	18492.78	14.43	13441.15	11.8	-1952.5	11.94	-9020.23	13	-5039.51
110	Sn	50	19914.68	14.79	11167.51	13.82	-1134.76	13.82	-13612.17	15.27	-4626.63
110	Sb	51	21147.04	8.11	7907.86	10.5	733.48	13.6	-16985.56	50.9	1750.81
110	Te	52	22590.78	8.52	4737.81	8.5	2698.96	7.75	-20307.19	101.2	3111.4
110	I	53	23957.21	141.59	2596.79	50.85	3584.2	50	*	8497.83	50.83
110	Xe	54	*	718.9	101.13	3872.21	9.5	*	8503.79	101.08	*
Zr	40	7510#	862#	*	-11085#	989#	22380#	700#	*	6679#	1092#
111	Nb	41	8328#	395#	30253#	760#	-8936#	585#	20149#	298#	*
111	Mo	42	9416.4	16.83	28325#	503#	-7984.99	1122.52	16845.51	15.43	-24343#
111	Tc	43	10884.48	13.85	26912.77	258.71	-7725.73	13.27	13279.83	12.61	-24003.68
111	Ru	44	12189.5	12.66	24697.22	14.8	-6658.63	13.38	9200.62	9.71	-19531.66
111	Rh	45	13447.63	7.92	22599.62	11.85	-5979.45	11.05	5911	7	-18558.91
111	Pd	46	14522.05	1.32	19825.43	8.98	-4548.29	8.7	3266.36	0.69	-13202.28
111	Ag	47	15638.66	1.91	17793.93	4.28	-3776.66	12.14	176.6	3.7	-12675.73
111	Cd	48	16890.56	1.57	16223.71	1.15	-3304.52	1.25	-3313.66	5.34	-8210.31
111	In	49	18045.17	2.7	14250.56	3.64	-2410.29	4.17	-7555.31	9.49	-8223.71
111	Sn	50	19451.04	9.57	12012.21	5.55	-1373.24	5.59	-12351.11	8.35	-2879.59
111	Sb	51	20728.39	10.3	8925.17	9.7	302.61	14.22	-15882.95	10.05	-1655.74
111	Te	52	22014.72	7.78	5535.23	10.22	2499.84	8.34	-19191.94	86.94	4965.54
111	I	53	23423.92	8.24	3280.75	7.09	3274.54	5.19	-22133#	196#	5206.98
111	Xe	54	24368.62	312.38	1258.08	86.81	3718.88	50	*	10545.31	86.95
111	Cs	55	*	-274#	196#	4184#	358#	*	10354#	202#	*
Zr	40	7067#	919#	*	*	23653#	726#	*	6994#	760#	
112	Nb	41	8107#	890#	*	-9402#	667#	20985#	298#	*	7595#
112	Mo	42	9064#	197#	29156#	627#	-8536#	446#	18167#	196#	-27193#
112	Tc	43	10367.06	10.97	27526.97	838.36	-8138.09	9.91	14472.57	44.43	-23672#
112	Ru	44	11700.88	12.58	25666.17	26.06	-7299.79	13.32	10690.74	11.62	-22980.03
112	Rh	45	13045.45	47.54	23274.93	45.1	-6233.64	44.95	6852.21	44.15	-17995.85
112	Pd	46	14133.29	6.56	20826.93	11.07	-5085.13	10.87	4253.3	6.55	-16825.26
112	Ag	47	15269.05	2.74	18332.97	17.97	-3976.91	14.2	1406.41	4.89	-11568.24
112	Cd	48	16369.52	0.32	16821.9	0.6	-3475.57	1.13	-1919.8	0.16	-11877.94
112	In	49	17662.8	12.31	15110.77	4.43	-2808.28	4.88	-6391.17	18.33	-7063.65
112	Sn	50	18955.71	13.78	12885.03	0.35	-1827.56	1.15	-11087.55	8.39	-6691.78
112	Sb	51	20291.86	18.8	9706.94	21.25	95.94	19.81	-14535.63	20.56	-495.89
112	Te	52	21480.33	10.65	6303.47	16.13	2077.51	9.96	-17541.17	11.78	1082.11
112	I	53	22741.79	51.58	4191.54	11.85	2957.09	11.63	-20773.05	87.4	6484.44
112	Xe	54	24246.35	101.33	2374.47	10.58	3330.41	6.27	*	6272.17	10.48
112	Cs	55	*	404.04	100.44	3934.41	122.64	*	11374.54	86.93	*
Nb	41	7778#	499#	*	-9735#	806#	22301#	401#	*	8882#	446#
113	Mo	42	8693#	300#	29508#	761#	-8722#	586#	19378#	302#	-25968#
113	Tc	43	9929.55	11.1	28514#	298#	-8546.66	258.51	15956	7.88	-25827#
113	Ru	44	11225.48	37.97	26506.3	38.81	-7627.04	38.54	11722.97	37.52	-21693#
113	Rh	45	12605.72	9.82	24320.86	12.76	-6909.68	12.01	8259.29	18.11	-20797.57
113	Pd	46	13747.84	6.98	21383.76	11.92	-5277.61	11.33	5452.19	6.95	-15249.24
113	Ag	47	14954.01	16.7	19300.31	18	-4452.28	17.12	2340.29	16.64	-14584.29
113	Cd	48	15933.67	0.35	17635.34	0.74	-3861.72	1.14	-715.15	1.58	-10010.69
113	In	49	17117.71	3.42	15729.61	1.46	-3072.61	1.29	-4950.15	17.19	-10072.37
113	Sn	50	18532.18	5.55	13653.83	1.59	-2248.73	2.2	-9981.1	27.99	-5042.24
113	Sb	51	19722.87	19.34	10602.87	17.53	-352.37	17.65	-13297.46	18.97	-3715.81
113	Te	52	20902.19	28.67	6986.38	28.45	1858.24	29.05	-16143.41	28.77	3019.06
113	I	53	22308.36	9.32	4860.71	11.94	2706.55	9.59	-19354.98	11.74	3190.49
113	Xe	54	23950.72	86.97	3194.08	9.39	3086.86	7.66	-22420#	298#	8074.92
113	Cs	55	25086#	196#	1388.69	9.81	3483.05	7.76	*	8009.83	13.36
113	Ba	56	*	-33#	310#	3961#	423#	*	12953#	298#	*
Nb	41	7256#	585#	*	*	23213#	664#	*	9031#	586#	
114	Mo	42	8486#	357#	30574#	760#	-9346#	667#	20415#	298#	*
114	Tc	43	9483.98	433.18	28904#	526#	-8715.29	943.63	17110.34	439.02	-25379#
114	Ru	44	10733.63	10.23	27336#	196#	-8104.14	24.48	13269.13	7.71	-25021#
114	Rh	45	12121.76	84.05	25029.63	71.77	-7101.03	72.19	9220.17	71.71	-20188.05
114	Pd	46	13312.02	9.48	22438.07	11.85	-5843.28	11.31	6523.99	6.95	-18911.79
114	Ag	47	14489.72	5.17	19777.24	44.32	-4527.03	18.38	3639	4.57	-13452.23
114	Cd	48	15582.71	0.25	18271.31	6.55	-4108.94	0.63	544.79	0.28	-13712.81
114	In	49	16722.3	4.26	16564.02	2.44	-3537.41	1.31	-4073.23	21.84	-8831.95
114	Sn	50	18047.3	0.3	14562.81	0.25	-2636.67	0.38	-8671.15	27.94	-8805.41
114	Sb	51	19040.24	28.19	11084.38	22.25	-451.52	24.71	-11700#	151#	-2418.43
114	Te	52	20463.7	29.18	7811.45	27.95	1528.5	31.16	-14802.68	30.1	-849.41
114	I	53	21876#	149#	5775#	150#	2229#	149#	-18114#	165#	4332#
114	Xe	54	23202.19	13.91	4096.32	13.97	2719.01	12.97	-21180.46	103.28	3972.17
114	Cs	55	24534.62	112.2	2196.87	71.84	3357	50	*	9148.28	71.55
114	Ba	56	*	457.03	103.01	3592.28	18.54	*	9009.22	102.9	*
Nb	41	6986#	643#	*	*	24966#	936#	*	10382#	585#	
115	Mo	42	8402#	500#	*	-9614#	806#	21441#	410#	*	5780#
115	Tc	43	9651.08	789.45	30387#	885#	-9869#	844#	17909.84	789.48	-28222#
115	Ru	44	10464.25	95.87	28278#	313#	-8674.89	89.39	14236.65	89.52	-23672#
115	Rh	45	11604.93	10.14	25996.23	8.05	-7630.12	12.86	10752.82	19.67	-22918.51
115	Pd	46	12977.93	15.18	23136.21	39.28	-6066.03	16.65	7658.09	13.56	-17493.54
115	Ag	47	14098.47	24.71	20793.06	19.61	-5103.12	19.51	4553.69	18.27	-16561
115	Cd	48	15183.83	0.61	19071.33	6.97	-4523.51	0.95	1949.36	0.65	-11882.51
115	In	49	16311.86	0.19	17087.46	16.64	-3745.81	1.46	-2532.94	16.03	-11894.52
115	Sn	50	17848.34	1.57	15568.49	0.24	-3206.5	0.36	-7971.08	27.94	-7307.87
115	Sb	51	18729.07	23.5	12214.23	16.03	-1036.28	16.39	-10665.61	33.03	-5722.57
115	Te	52	19858.36	39.52	8312.57	27.99	1450.91	28.45	-13406.01	30.46	1207.99
115	I	53	21360.92	29.97	6498.77	33.61	2074.02	30.2	-16638#	106#	869.81
115	Xe	54	22595.76	13.91	4887.66	30.46	2505.81	13.71	-19637#	201#	5942.85
115	Cs	55	24078#	103#	3158#	103#	2829#	103#	*	5808#	181#
115	Ba	56	25378#	359#	1394#	200#	2951#	218#	*	10777#	201#
Mo	42	7836#	582#	*	-10114#	860#	22569#	500#	*	6749#	935#
116	Tc	43	8998#	526#	30646#	585#	-9607#	422#	19280#	307#	-27391#
116	Ru	44	9989.73	5.15	28840#	298#	-9030#	196#	15762.73	8.05	-26609#
116	Rh	45	11168.13	102.82	26713.78	439.39	-7902.1	74.04	11806.53	73.9	-21705.1
116	Pd	46	12483.33	9.88	24187.76	7.87	-6625.73	11.96	8880.85	7.13	-20930.87
116	Ag	47	13754.49	5.61	21409.97	71.64	-5236.07	44.21	5707.1	3.27	-15601.79
116	Cd	48	14840.18	0.31	19799.48	6.95	-4815.83	6.55	2813.49	0.13	-15575.06
116	In	49	15822.58	0.37	17896.89	4.57	-4090.95	2.43	-1427.6	5.16	-10556.07
116	Sn	50	17108.88	0.1	16088.98	0.29	-3376.03	0.27	-6257.01	27.94	-10730.46
116	Sb	51	18468.21	22.44	12830.29	5.17	-1256.93	6.69	-9329.91	96.73	-4574.77
116	Te	52	19523.03	39.52	9287.18	27.94	961.18	27.95	-12222.24	30.84	-2524.1
116	I	53	20839#	178#	7573.6	99.03	1681.81	98.22	-15450#	139#	2222.2
116	Xe	54	22103.47	17.18	5736.1	30.84	2095.87	15.5	-18467#	201#	1727.06
116	Cs	55	23503#	123#	3824#	180#	2596#	101#	-21397#	328#	7006#
116	Ba	56	24817#	225#	2072#	201#	3021#	200#	*	6788#	201#
116	La	57	*	541#	320#	3220#	300#	*	11765#	329#	*
Mo	42	7564#	641#	*	*	23320#	662#	*	7214#	582#	
117	Tc	43	8204#	885#	31606#	643#	-10296#	566#	20516#	401#	*
117	Ru	44	9442.76	442.09	29319#	590#	-9425#	527#	16934.61	433.21	-25279#
117	Rh	45	10810.18	11.45	27155.32	789.49	-8510.75	9.5	13284.64	16.22	-24731#
117	Pd	46	12140.73	15.32	24812.68	88.78	-6981.27	37.58	9993.91	7.32	-19644.54
117	Ag	47	13341.99	22.76	22530.12	15.41	-5839.39	15.32	6761.03	14.42	-18734.86
117	Cd	48	14476.54	1.2	20569.94	13.58	-5252.21	7.02	3979.36	1.11	-13875.72
117	In	49	15549.33	4.88	18538.33	18.91	-4341.14	17.34	-303.5	9.74	-13689.36
117	Sn	50	16506.55	0.48	16891.21	0.81	-3779.38	0.54	-5302.34	13.46	-8974.24
117	Sb	51	17778.77	18.11	13681.13	8.44	-1697.34	8.44	-8203.46	27.34	-7678.76
117	Te	52	19175.29	31.02	9639.52	13.46	807.81	13.55	-10910.07	16.99	-858.41
117	I	53	20240.91	38.99	8010.62	30.71	1555.98	31.33	-13942.99	67.69	-902.9
117	Xe	54	21671.22	15.95	6700.52	29.81	1736.78	29.81	-16727.58	250.55	3794.65
117	Cs	55	22936#	120#	4733.24	68.77	2201.5	62.92	-20022#	210#	3710.17
117	Ba	56	24581#	321#	3378.95	250.63	2320.95	250.43	*	8300	250
117	La	57	*	1349#	225#	2869#	200#	*	8283#	224#	*
Mo	42	7273#	707#	*	*	24630#	539#	*	7680#	641#	
118	Tc	43	8476#	499#	*	-10827#	643#	21098#	401#	*	7629#
118	Ru	44	9334#	200#	30338#	539#	-9878#	359#	18129#	200#	-28379#
118	Rh	45	10293.97	77.7	28010#	299#	-8712.09	433.82	14666.33	24.37	-23795#
118	Pd	46	11699.75	7.49	25897.78	4.48	-7591.85	4.23	11312.89	20.16	-23187.85
118	Ag	47	13153.77	4.12	23395.61	73.87	-6268.08	71.61	7674.42	8.15	-17945.39
118	Cd	48	14131.79	20	21447.95	21.23	-5635.61	21.17	4951.21	20.01	-17566.13
118	In	49	15121.1	7.76	19263.5	8.41	-4722.33	9	768	8.29	-12335.17
118	Sn	50	16269.52	0.49	17518.31	0.51	-4062.84	0.57	-3956.27	18.49	-12523.44
118	Sb	51	17316.7	5.98	14324.41	3.02	-1851.33	3.03	-7025.17	19.99	-6342.14
118	Te	52	18570.26	33.5	10748.56	18.48	438.22	18.48	-9617.53	21.2	-4587.8
118	I	53	19621.45	98.59	8726.84	20.42	1100.61	29.45	-12561.68	23.52	379.52
118	Xe	54	21174.97	16.67	7388.04	29.81	1384.6	29.81	-15725#	196#	-272.62
118	Cs	55	22509#	101#	5495.07	97.43	1962#	150#	-18849#	300#	4737.74
118	Ba	56	23917#	280#	3885#	196#	2307#	196#	*	4542#	196#
118	La	57	25057#	433#	2095#	316#	2697#	308#	*	9644#	306#
Tc	43	8132#	643#	*	-11442#	711#	22452#	503#	*	8818#	541#
119	Ru	44	9217#	526#	30972#	582#	-10240#	499#	18844#	298#	-27223#
119	Rh	45	10068.06	12.88	29019#	401#	-8927.72	789.5	15822.97	17.4	-26322#
119	Pd	46	11126.06	10.91	26495.98	433.22	-7643.08	88.87	12569.17	38.58	-21437#
119	Ag	47	12606.39	20.01	24326.33	17.18	-6840.85	16.42	9053.52	16.33	-21047.28
119	Cd	48	13701.31	37.71	22130.53	38.38	-5975.6	40.05	6087.95	37.7	-15877.29
119	In	49	14898.87	5.84	20095.21	15.41	-5141.54	19.67	1774.9	10.61	-15434.46
119	Sn	50	15809.91	0.56	18224.57	1.24	-4405.46	0.97	-2883.84	7.94	-10652.35
119	Sb	51	16977.27	11.42	15109.08	9.09	-2362.75	7.7	-5708.65	28.99	-9534.94
119	Te	52	18228.4	15.63	11361.37	7.94	427.74	7.96	-8386.77	13.08	-2817.3
119	I	53	19472.09	38.3	9703.93	29.19	812.96	32.21	-11460.48	31.23	-3058.29
119	Xe	54	20751.71	14.68	8276.94	16.99	843.43	29.81	-14204.33	200.54	1613.2
119	Cs	55	21954.59	63.95	6446.92	29.67	1607.83	32.06	-17516#	300#	1377.03
119	Ba	56	23274.97	320.59	4982.69	200.54	1641.75	200.63	-20650#	539#	6200
119	La	57	24461#	361#	2874#	306#	2485#	317#	*	6331#	300#
119	Ce	58	*	1061#	559#	2655#	539#	*	11125#	537#	*
Tc	43	7871#	643#	*	*	23297#	540#	*	8975#	585#	
120	Ru	44	8895#	448#	31960#	641#	-10937#	641#	20268#	401#	*
120	Rh	45	10070#	197#	29603#	446#	-9784#	357#	16837#	196#	-25733#
120	Pd	46	11033.94	3.28	27598#	200#	-8636.06	4.37	13677.3	4.37	-25005#
120	Ag	47	12240.34	5.13	25341.98	24.64	-7340.3	73.97	10076.87	40.26	-20117.68
120	Cd	48	13398.35	20.34	23146.55	4.48	-6550.64	8.05	7141.01	3.83	-19838.42
120	In	49	14642.79	40.75	20752.52	40.09	-5610.63	40.14	2689.39	40.63	-14371.57
120	Sn	50	15588.15	1	18974.67	20.02	-4810.8	0.91	-1730.38	3.17	-14410.27
120	Sb	51	16564.18	7.8	15767.49	10.57	-2592.93	7.2	-4664.77	16.91	-8007.45
120	Te	52	17814.04	18.22	12293.07	3.12	-266.93	3.09	-7195.56	12.21	-6591.94
120	I	53	18924.57	25	10334.71	15.61	644.25	16.13	-9864.35	18.27	-1567.78
120	Xe	54	20236	15.73	9053.78	21.94	671.62	30.34	-13283.78	300.4	-2280.21
120	Cs	55	21621.91	16.19	7495.53	22.13	1178.68	97.1	-16319#	300#	2587.92
120	Ba	56	22677#	358#	5387.52	300.34	1733.17	300.45	-19288#	583#	2616.8
120	La	57	24153#	424#	3739#	300#	2048#	316#	*	7446#	300#
120	Ce	58	*	1824#	537#	2555#	539#	*	7701#	539#	*
Tc	43	7551#	709#	*	*	24470#	796#	*	10161#	641#	
121	Ru	44	8625#	499#	*	-11302#	641#	21135#	401#	*	5696#
121	Rh	45	9569.97	619.51	30457#	798#	-10293#	738#	18152.69	619.56	-28021#
121	Pd	46	10917.06	8.9	28196#	298#	-9117.38	433.16	14891.5	3.88	-23459#
121	Ag	47	11899.69	19.05	26157.97	15.28	-7930.36	15.02	11433.15	29.97	-22877#
121	Cd	48	13239.39	37.75	24243.87	8.47	-7074.26	7.51	8123.44	2.16	-18082.75
121	In	49	14279.33	28.35	21768.15	31.11	-6078.88	30.59	3764.35	27.52	-17473.44
121	Sn	50	15274.88	1.14	19798.14	37.7	-5203.79	1.39	-651.76	25.86	-12528.88
121	Sb	51	16268.78	8.12	16478.98	7.73	-3082.2	5.52	-3348.87	5.56	-11160.92
121	Te	52	17506.96	27.05	13058.42	25.86	-572.67	25.85	-6064.52	27.81	-4736.1
